Unfairness weight,Local cost weight,Global cost weight
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004
0.7,0.1,0.20000000000000004

